Tweet_content,Sentiment Score
rt gacpars please please please donate and share,0
rt trishdevlin man 40s shot in ‘paramilitary style assault’ in creeslough walk area of west belfast shortly after 815pm he received i…,0
rt andjustice4some vicleolions inlovewiththe81 kathleencurtinc i did and saw tatiana in the hospital  makes me very sad for her  don…,-1
rt faythompsonauth ericgarland drlindamd several states are maxing out at least one has started using a field hospital and several are…,0
i wonder how long before either hospital inn or station road level crossings in bamber bridge are closed forever m… https//tco/9odbui6lbv,1
was finally going to receive my headache treatment at leeds hospital after years of petitioning doctors about it a… https//tco/urcxijwyvd,-1
rt schemaly never forget,0
rt drericding new—texas’s epidemic so bad now,-2
lingo11_eco afolabiyusufo chiefojukwu mbuhari jidesanwoolu as at when sanwo oul visited there were 10 patient… https//tco/4o2yr9vfvi,0
rt cnni there were two thoughts pushing kolt codner forward in his first marathon race his 4-year-old son andrew's fight against cancer…,0
rt aghamilton29 we knew this was coming delayed medical treatments and a reduction in preventative visits will lead to deaths there is…,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt depressedwblack tw suicidal ideation,-1
but be careful disclosing that you're suicidal because you may be told to drop out of school an…,-1
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
president trump,1
this is junk news,-1
like junk… https//tco/i97uji9nup,1
the truth cannot be hidden forever 🙉,0
our payment system is insanely complex,-2
so this is a simplification,0
hospitals get paid based on what condition pat… https//tco/tmcg3qy035,0
"rt exjon an ""unintended consequence"" some of us warned about in march monomaniacal focus on covid is a threat to public health",-2
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt schemaly never forget,0
"rt exjon an ""unintended consequence"" some of us warned about in march monomaniacal focus on covid is a threat to public health https//…",-2
rt leovaradkar hospital overcrowding is at a record low for this time of year and has been for months we have beds free in most hospital…,1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt drericding new—texas’s epidemic so bad now,-2
rt jhstlouis actually just don’t change a patient’s bp meds in the hospital for any reason unless they came in with htn urgency/emergency…,0
rt ben_johns mps shouldn’t get expenses,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt tayepaulolubayo  are you people seeing this abi una don sleep,0
rt gacpars please please please donate and share,0
rt schemaly never forget,0
rt the_davidatta it seems professor dildo will never change,0
rt gemwoko this is great 👇👇,1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt cahill_lou because this idea goes against decades of empirical research into patient safety,1
rt collider ericandre on season 5 of his wild adult swim fever dream,-2
rt _lauryncalo22 all my people in the valley/la,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
bourbonsrme anniekarni maggienyt ethicalskeptic my father in law died alone in a hospital while covid ravaged h… https//tco/g9qvvtaxqj,-1
rt _lauryncalo22 all my people in the valley/la,0
canadanhl 67watch it’s bad circulation or he was given blood thinners and he overdosed but i work in a hospital t… https//tco/lrsmcb2sw7,0
rt schemaly never forget,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt bnodesk france reports 52,0
- new cases 52,0
- positivity r…,0
woodywil47 megynkelly please don’t go to the hospital when you get sick  the doctors shouldn’t have to treat people like you,0
rt drericding new—texas’s epidemic so bad now,-2
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt _lauryncalo22 all my people in the valley/la,0
i’d rather go back to the mental hospital rather than my aunts rn,0
rt jimlnlips this is my granpa,0
reminder don’t tell people vet horror stories while their cat is sick at the hospital,-1
lucy61241811 es0kke borisjohnson you literally do not have a clue from a man who does 70 hours a week in a full hospital,0
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
"donald trump is a coward that would sell out all his ""beliefs"" and ""loved"" ones if it meant saving himself",0
rt aroradrn need to get your numbers straight fraser,0
a 30 bed ward needs 3 nurses per shift,0
to increase icu capacity by 12 beds,0
rt schemaly never forget,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt klara_sjo being popular on twitter is pretty much the same as sitting at the cool table in a mental hospital cafeteria,3
rt schemaly never forget,0
dear god,0
this pandemic is going to break families with shaky health insurance and trump wants to take away obamaca… https//tco/akrignhg7e,-1
rt chrismattmann it’s actually a very known consequence of a particular policy choice one that many of us suggested early on would have…,0
rt jed_mercurio for an understanding of respiratory droplet transmission,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt drericding new—texas’s epidemic so bad now,-2
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt bdonorspakistan rt urgent b+ blood group required at services hospital  lahore please contact on 03219400034 spreadtheword dona…,-1
rt _lauryncalo22 all my people in the valley/la,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
https//tco/3s6xczprx4 you'll be jailed one day,0
it is clear that our govts response to the pandemic is not working we need a new approach that avoids lockdowns wh… https//tco/fsua4tvhap,1
rt schemaly never forget,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt torontostar cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced cancers it…,1
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt cahill_lou because this idea goes against decades of empirical research into patient safety,1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
daminister14 guy man,0
of all t… https//tco/dcntfvxaat,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt _lauryncalo22 all my people in the valley/la,0
rt avogroovy “the soldiers,0
basedlacomedian something that also makes me a rage are hospital er covid restrictions you give me a number to… https//tco/uuccz7rlyb,-1
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
peeta struggling in that hospital bed at the end of pt 1 is what keeps me up at night,-1
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt jimlnlips this is my granpa,0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
